Year,Region,Climate_Condition,Average_Temperature_C,CO2_Emissions_Tons,Traffic_Density_VehiclesPerKm2,Population_Density_PeoplePerKm2,Urbanization_Rate_Percent,Green_Cover_Percent,Climate_Change_Index
2016,Africa,Polar,2.91,106408132.75,4995.39,2118.27,29.33,69.4,0.9118
2013,South America,Arid,2.17,683386505.61,369.03,752.57,26.82,54.19,0.8254
2023,South America,Temperate,12.89,661066665.72,6142.5,2896.25,50.94,59.4,0.4506
2002,Europe,Cold,27.98,950655765.21,7175.93,6278.12,77.3,42.18,0.3878
2011,South America,Temperate,0.3,729948735.23,4196.65,5666.2,35.34,61.62,0.2398
2012,South America,Tropical,25.46,52993792.92,7585.09,6125.38,11.79,46.96,0.3724
2001,Asia,Arid,-8.94,884360928.76,2308.66,5497.02,58.71,66.5,0.111
2002,Asia,Polar,10.95,862812487.78,2251.7,2737.56,96.09,23.29,0.9711
2004,Europe,Tropical,28.79,443877000.45,1656.1,2452.63,45.21,43.7,0.5739
2010,North America,Tropical,6.94,586277187.48,3751.35,1379.23,47.81,49.86,0.1278
2007,Europe,Arid,18.19,976102254.14,8477.77,8492.22,97.2,30.54,0.3528
2022,Europe,Polar,0.25,532772059.48,8287.73,6168.63,72.51,62.18,0.547
2022,Africa,Cold,27.1,905416506.55,3859.1,1873.25,74.73,68.69,0.5329
2011,Africa,Polar,-7.39,83955719.05,5911.73,1780.32,60.64,37.1,0.0355
2006,Europe,Temperate,32.63,191860816.84,7222.12,8731.63,97.71,30.39,0.9508
2014,Europe,Tropical,-0.09,441314188.5,2450.01,7429.88,72.0,35.68,0.2754
2023,Europe,Temperate,33.72,585172051.53,1723.0,6597.4,90.55,60.43,0.0162
2016,South America,Cold,7.63,816411624.01,9722.36,4074.57,72.94,46.96,0.0764
2003,Africa,Temperate,26.13,988273853.03,6194.7,2627.14,76.16,7.91,0.5802
2021,Europe,Polar,5.96,389462644.98,9815.09,9794.71,36.14,40.24,0.1378
2024,Asia,Temperate,35.3,48368220.5,3410.67,7974.42,37.31,6.12,0.0417
2012,Asia,Cold,-3.67,801370331.79,7045.17,3024.77,80.47,55.6,0.3796
2017,South America,Cold,-1.07,604776338.36,2264.91,8477.17,36.7,26.34,0.6228
2000,South America,Cold,14.65,199344316.01,2648.94,7591.73,60.65,35.68,0.1118
2015,North America,Polar,-5.9,495333628.16,5143.43,2977.83,32.44,56.91,0.3133
2012,North America,Cold,-0.2,742567935.29,3230.2,4271.26,83.53,8.02,0.4178
2009,North America,Tropical,37.19,770641375.28,1717.83,1867.67,19.95,15.31,0.1595
2011,South America,Cold,38.82,500118793.59,2665.66,1119.41,84.65,30.87,0.5061
2001,South America,Temperate,8.81,305909315.6,405.7,7230.39,64.25,19.95,0.0852
2022,South America,Temperate,36.16,973768839.46,7059.02,2682.44,26.82,26.96,0.0465
2002,Asia,Temperate,17.24,663699248.35,4946.56,8202.39,58.78,69.88,0.5198
2009,South America,Polar,3.49,408829281.83,987.72,9956.13,35.42,58.65,0.2479
2001,Asia,Temperate,25.12,281182760.98,1758.36,775.43,39.11,62.45,0.0954
2022,North America,Polar,22.95,731371880.02,1070.22,4735.62,41.64,65.91,0.4239
2012,North America,Polar,39.46,242941262.15,6145.3,8022.6,15.7,27.16,0.9151
2012,North America,Cold,3.25,172538278.98,987.39,7891.62,98.74,24.31,0.7242
2017,Europe,Tropical,23.6,530304055.07,7555.11,7602.37,12.84,20.21,0.8156
2002,Europe,Cold,-7.4,290697405.25,254.08,3496.46,69.62,58.96,0.8719
2006,Africa,Cold,-4.32,629276239.78,2531.29,4543.99,43.41,49.17,0.9726
2013,Africa,Polar,-9.8,118820736.2,8912.13,5953.73,68.14,20.35,0.7632
2019,Africa,Polar,39.97,655286163.46,7199.39,9739.67,42.06,29.5,0.6084
2016,Europe,Temperate,30.11,284013231.47,776.03,3282.2,70.64,37.94,0.3654
2020,Europe,Temperate,29.34,1242691.5,8220.2,9232.21,75.63,39.33,0.1816
2011,Africa,Cold,15.49,127809121.62,4955.7,2700.88,72.15,62.77,0.6867
2024,Africa,Arid,5.0,933681762.46,8475.49,9890.85,20.26,29.74,0.9949
2015,South America,Arid,-2.44,867487284.48,6027.36,6705.93,69.12,64.05,0.4674
2023,Africa,Temperate,4.23,234375423.0,6834.24,4640.48,35.2,33.69,0.7237
2011,South America,Arid,8.8,778593532.64,9935.34,6137.77,12.59,53.51,0.4951
2014,Asia,Temperate,27.82,608963021.58,2361.74,2732.59,47.33,65.47,0.4319
2024,Europe,Polar,16.98,970933806.74,6258.26,2749.0,49.02,63.99,0.4103
2009,Africa,Cold,-6.13,374232053.87,4630.2,1144.41,52.05,8.7,0.5046
2024,Europe,Tropical,-9.1,681779151.9,442.55,1149.36,73.43,18.37,0.3669
2006,Europe,Cold,-4.88,64472186.7,193.98,3483.24,37.8,36.0,0.7488
2019,Europe,Temperate,10.52,396851099.47,1236.32,7630.93,38.38,33.05,0.8743
2004,Asia,Temperate,36.66,963853843.53,6508.46,6083.63,15.45,46.66,0.8829
2000,North America,Cold,21.87,539441893.58,5693.27,1034.82,71.81,66.41,0.2277
2016,Africa,Temperate,30.09,288591623.83,5556.62,8523.84,61.1,12.31,0.8959
2002,North America,Arid,13.32,121150692.17,366.97,6017.66,41.45,34.37,0.3416
2012,North America,Arid,8.08,703824811.84,4719.56,9608.95,73.47,17.51,0.3093
2013,North America,Temperate,-4.58,645211187.39,9250.0,6705.15,58.36,63.12,0.7268
2023,Europe,Temperate,33.8,374564774.89,4006.04,1760.0,52.23,67.7,0.3047
2017,South America,Arid,29.16,950990410.51,6267.98,4743.1,56.02,36.12,0.053
2003,Europe,Temperate,-1.59,23180610.17,7809.2,6488.49,67.27,11.76,0.3736
2017,Europe,Temperate,15.61,304420127.78,7850.06,292.36,69.4,56.04,0.7215
2004,North America,Cold,14.37,921148416.81,5216.84,158.95,36.01,50.31,0.327
2024,Europe,Tropical,21.25,321614502.88,8586.62,1302.74,22.67,28.05,0.6296
2015,North America,Arid,37.31,253000581.02,3944.21,2524.13,24.1,62.68,0.6601
2000,South America,Cold,18.99,534686189.52,8892.5,4301.2,67.55,68.43,0.7337
2020,Africa,Tropical,17.01,823977948.17,2440.26,4879.53,88.56,41.26,0.8971
2013,North America,Temperate,-7.48,104043614.12,2838.15,1388.9,46.85,41.77,0.4326
2014,South America,Temperate,-6.85,943077688.94,578.55,6737.18,25.26,24.34,0.1664
2008,Africa,Cold,-0.63,795277808.3,7966.04,5965.42,78.09,42.99,0.3189
2014,Asia,Temperate,-8.38,182069005.3,4199.7,2951.7,84.92,33.58,0.4322
2016,North America,Polar,27.17,712295953.24,2329.71,146.46,89.25,24.64,0.7139
2024,North America,Cold,26.17,385573763.91,2356.31,785.7,64.61,9.37,0.0131
2023,Asia,Tropical,-3.2,402892383.4,9018.93,3923.03,87.47,21.43,0.3158
2003,Asia,Cold,31.8,783506802.35,8347.47,1548.2,11.39,17.86,0.7798
2011,North America,Arid,-2.26,962822023.17,5557.63,3774.43,19.65,40.23,0.6709
2004,Asia,Cold,5.06,127529216.97,6180.3,6285.54,18.33,44.11,0.7317
2004,Europe,Temperate,2.45,421209606.64,4769.54,5476.9,74.13,44.56,0.8118
2010,Africa,Temperate,8.62,481460666.48,3947.08,2319.45,16.26,30.23,0.7832
2005,Africa,Polar,2.73,376935505.14,9158.99,3444.79,54.67,32.38,0.6822
2006,Africa,Polar,14.45,363825934.59,1299.85,6144.17,52.54,59.23,0.4397
2023,Europe,Polar,10.37,53216398.89,4213.55,8609.94,37.96,35.96,0.9836
2013,Asia,Tropical,39.33,685853081.94,3478.39,7534.6,88.34,69.21,0.5691
2023,South America,Polar,-7.2,436778202.7,5006.6,5538.47,25.34,33.58,0.2028
2010,Asia,Tropical,-2.89,195599008.84,4603.44,3629.31,41.72,47.22,0.2928
2012,North America,Polar,-7.36,816217468.8,5212.95,3656.86,79.68,8.27,0.6936
2001,Africa,Tropical,21.29,802758187.4,1442.19,8795.38,12.74,47.47,0.9247
2024,Asia,Cold,-7.27,486905236.46,5155.76,402.04,70.57,60.34,0.1787
2006,South America,Cold,31.82,299152210.49,2462.07,9879.95,83.48,66.26,0.0823
2019,North America,Temperate,15.6,638454633.07,1884.1,6647.11,93.9,69.83,0.8815
2003,Europe,Tropical,16.35,288863983.64,695.1,6814.57,88.87,23.34,0.9153
2007,Europe,Arid,18.08,236771922.39,7638.39,389.6,38.74,42.4,0.2764
2019,South America,Temperate,-1.46,730784139.37,4303.05,6059.24,62.77,34.3,0.3773
2021,North America,Cold,-0.12,41284914.48,6285.1,4852.93,16.96,41.65,0.6602
2020,Africa,Tropical,5.94,95673702.56,7289.55,1066.73,33.21,15.23,0.3299
2018,Asia,Polar,19.67,7781385.85,6809.2,2786.44,18.48,60.65,0.8772
2012,North America,Arid,0.51,153790243.29,4731.48,8904.24,38.37,64.12,0.1076
2013,Europe,Cold,-4.18,69921018.7,3909.59,5504.38,88.77,34.23,0.038
2009,South America,Temperate,38.51,995806565.41,3790.8,4140.03,41.25,23.23,0.2085
2010,South America,Tropical,-8.9,289521159.98,6418.49,736.09,60.57,14.15,0.2861
2001,Asia,Arid,30.13,150118744.66,4973.2,7144.07,49.0,49.44,0.1129
2024,South America,Tropical,29.4,241755261.74,8498.87,7031.48,51.3,25.3,0.0657
2008,South America,Polar,4.86,936189445.97,8753.28,6144.3,97.26,64.12,0.7556
2016,North America,Temperate,-3.22,520640062.8,1747.08,5107.52,36.65,48.62,0.1643
2002,Africa,Tropical,-2.72,365453278.21,1405.52,4343.51,66.46,46.97,0.9139
2023,Asia,Cold,24.87,873518066.45,6322.49,5936.78,47.81,41.36,0.368
2005,North America,Temperate,22.14,395595280.28,3047.2,2341.62,15.5,7.98,0.6706
2004,Africa,Cold,29.14,335673561.39,234.78,9413.18,54.04,65.57,0.2254
2004,North America,Tropical,36.87,208075240.03,8891.99,5892.06,83.2,45.82,0.2403
2021,North America,Temperate,24.6,378419027.09,2307.66,3118.81,18.89,69.61,0.5747
2014,South America,Cold,-2.21,317367671.66,9296.34,4502.3,16.26,39.93,0.5606
2022,Africa,Polar,2.17,677626655.34,7188.47,8058.79,23.83,51.16,0.7687
2016,Asia,Polar,32.11,290293121.97,7638.4,1624.54,78.8,8.65,0.7578
2008,Asia,Tropical,0.47,577622546.68,2054.54,2935.43,75.16,46.06,0.6707
2002,Africa,Temperate,-6.37,66826272.87,2380.23,6798.29,60.85,54.7,0.4491
2019,South America,Arid,25.16,192097867.54,5236.61,3161.74,52.14,55.6,0.8906
2016,Europe,Temperate,10.13,407997866.34,1762.39,7927.09,89.95,55.06,0.6226
2009,North America,Polar,36.0,937012304.65,3089.05,1313.23,79.0,19.71,0.9902
2002,South America,Cold,22.51,377874733.73,3248.55,7629.23,83.07,68.4,0.8194
2017,Africa,Arid,-5.48,664410047.08,1638.32,692.83,83.19,69.69,0.0443
2017,North America,Tropical,37.39,255832135.2,2091.57,135.8,67.84,9.91,0.3206
2016,Asia,Arid,2.93,127906542.4,7896.09,8983.25,51.22,65.87,0.5719
2023,Europe,Tropical,6.86,59478063.48,1713.6,5817.58,87.82,23.81,0.7215
2002,Asia,Arid,10.11,306108085.04,333.15,3524.75,93.34,49.8,0.5503
2002,Africa,Tropical,-7.44,158503365.77,6312.08,2333.62,12.14,26.98,0.7861
2005,North America,Tropical,14.83,174836437.57,9761.03,6172.69,14.64,67.9,0.2827
2012,Africa,Arid,-3.83,760998549.08,3345.58,5094.93,96.29,11.6,0.1839
2023,North America,Arid,10.05,16822232.87,1230.62,9916.06,34.94,37.35,0.0539
2014,South America,Tropical,7.54,558252315.61,5725.35,9832.33,88.6,32.82,0.5733
2024,Europe,Polar,28.64,380081919.21,9068.22,6353.9,44.99,26.19,0.6886
2008,South America,Arid,30.16,507043449.91,7851.41,4434.28,20.72,46.96,0.3261
2003,South America,Temperate,-2.33,563267406.98,6244.03,4916.5,17.24,13.52,0.6136
2013,Africa,Cold,8.33,314054326.76,3184.81,6827.97,24.09,51.58,0.0522
2004,Europe,Tropical,8.67,295813751.32,5441.71,1024.73,32.49,68.74,0.0993
2001,North America,Tropical,-2.43,733668447.49,957.89,3290.24,53.97,57.3,0.7018
2010,North America,Cold,29.92,871405711.13,6805.51,761.97,73.13,60.9,0.3681
2008,Asia,Polar,25.36,193389050.83,7264.71,742.87,98.78,28.38,0.6713
2023,North America,Cold,-0.48,98521141.77,9652.06,1966.43,49.74,26.12,0.8317
2002,Africa,Arid,8.34,897898010.59,2640.95,4857.68,56.64,38.61,0.8526
2008,South America,Cold,-4.71,350545568.18,233.64,7849.9,56.96,7.97,0.1722
2002,South America,Tropical,21.41,551766073.27,5478.8,4860.1,58.55,66.45,0.4863
2024,South America,Cold,-3.93,360183601.38,7082.57,3361.41,56.6,14.35,0.7339
2001,Europe,Temperate,39.3,126676534.01,7914.55,832.71,10.79,63.7,0.774
2011,North America,Arid,29.03,589742313.3,1977.7,5507.45,10.16,10.43,0.7847
2009,Africa,Cold,9.51,525615710.92,2654.44,2719.97,18.79,58.47,0.2282
2008,Europe,Tropical,18.93,203790565.63,5150.28,6153.19,19.14,14.88,0.1925
2014,Asia,Arid,35.57,452417175.61,3339.48,9772.11,73.44,7.48,0.59
2007,Africa,Tropical,17.7,797150556.51,8612.09,1122.03,28.44,51.77,0.7411
2024,Africa,Polar,-1.28,590835677.0,4763.91,2129.13,90.52,23.22,0.3191
2004,Africa,Temperate,8.94,97820409.74,8005.81,4736.21,93.57,51.44,0.1047
2010,South America,Polar,32.16,548473475.73,5827.17,9686.45,97.83,41.08,0.7167
2001,Africa,Temperate,22.21,703035560.99,7742.25,7720.38,94.52,12.07,0.2997
2023,North America,Cold,22.54,792910702.37,3360.1,8983.31,34.47,65.59,0.1664
2014,Africa,Arid,33.34,629488461.06,8322.6,3343.81,55.88,34.4,0.1477
2005,South America,Cold,34.7,153505506.38,2781.99,9920.46,25.79,52.74,0.3149
2007,Africa,Temperate,35.99,710463093.32,5483.68,1037.3,82.56,37.57,0.5927
2004,Asia,Temperate,-5.26,677664504.24,2179.37,539.2,89.96,44.28,0.3584
2015,Asia,Temperate,17.21,25402456.06,4781.49,8557.47,86.62,24.68,0.0207
2017,South America,Tropical,27.03,412335919.92,3215.84,9273.38,49.0,18.02,0.0969
2005,North America,Arid,27.85,333617296.72,2703.7,914.95,78.28,40.27,0.2905
2004,North America,Cold,20.34,669742652.19,9671.5,1143.14,18.78,33.61,0.6597
2015,Europe,Cold,-1.66,216919676.5,1642.74,341.41,13.62,30.36,0.0985
2012,South America,Polar,29.87,591281051.05,7883.89,1054.03,77.79,48.72,0.5607
2004,Africa,Temperate,26.01,913292755.85,9842.44,2102.1,48.28,49.88,0.1199
2012,South America,Temperate,-5.69,798004569.84,248.02,9701.07,99.6,7.98,0.2116
2016,Europe,Temperate,13.19,921536278.48,7005.32,6681.92,18.75,27.02,0.1722
2017,South America,Cold,-1.3,978527460.97,2566.47,7787.74,87.01,31.76,0.0672
2007,South America,Polar,6.87,11659456.88,452.85,7763.63,53.2,11.3,0.6713
2012,Europe,Tropical,-9.1,623118535.1,4058.75,5355.39,84.44,20.33,0.4634
2018,North America,Arid,10.02,413426558.36,9355.42,7976.91,83.54,8.36,0.8311
2002,Africa,Tropical,17.49,859994635.84,167.06,5962.12,92.44,69.76,0.0989
2023,Europe,Cold,20.98,252562887.31,5899.46,3152.32,36.81,52.88,0.1447
2007,Asia,Temperate,23.17,981048459.63,5038.89,5615.49,95.48,10.68,0.3065
2001,North America,Arid,31.81,614094261.57,8740.17,5339.75,23.65,6.32,0.7659
2007,Asia,Cold,0.77,793743864.83,885.82,8236.3,17.38,51.75,0.3058
2012,North America,Cold,-3.98,86513953.27,6831.18,9817.45,48.85,33.55,0.4084
2012,Africa,Cold,32.58,184274426.87,6817.09,4116.32,84.55,56.14,0.3016
2000,Africa,Arid,-2.17,758645269.36,6707.35,7636.27,52.61,65.03,0.0802
2005,South America,Arid,38.74,22964535.52,9426.23,1006.63,84.64,43.95,0.9394
2023,Asia,Polar,32.13,817061107.91,8239.72,7770.55,75.67,17.16,0.5485
2018,North America,Polar,15.04,14935069.67,467.63,3720.45,28.85,55.84,0.7878
2015,Africa,Tropical,39.07,657461720.22,4737.27,403.51,95.4,67.13,0.6584
2007,Europe,Arid,-5.13,365728826.31,4009.63,3638.83,15.47,42.72,0.5143
2000,Africa,Arid,5.15,611883357.87,3135.96,6110.32,90.85,49.33,0.0897
2015,Europe,Arid,21.91,696335375.58,4540.8,1201.31,37.4,26.94,0.6427
2008,North America,Polar,7.5,343132743.97,3872.73,9241.1,55.01,29.8,0.1554
2012,Africa,Cold,36.42,108854485.66,4351.72,785.95,48.01,52.75,0.4144
2010,Africa,Temperate,-6.72,70576221.88,9793.66,9300.77,25.47,65.31,0.6291
2012,North America,Polar,17.47,589347086.54,931.9,7074.3,42.23,45.88,0.7822
2024,Africa,Arid,19.54,521134698.38,9226.2,3303.82,27.36,56.34,0.685
2020,Europe,Polar,22.64,742458808.11,4828.36,3913.6,28.35,16.16,0.6715
2009,Africa,Tropical,2.78,510225774.49,6256.24,7410.69,26.84,18.78,0.149
2003,Asia,Arid,8.23,423023344.24,8310.32,6018.7,54.01,39.58,0.3461
2005,South America,Tropical,32.18,398689091.06,3636.61,6719.71,81.81,16.48,0.0429
2006,Europe,Arid,-0.25,27420455.7,4332.7,3897.75,61.21,46.27,0.7195
2004,Asia,Polar,31.34,336221644.49,4124.71,4883.26,90.39,23.96,0.9526
2010,North America,Cold,18.13,976044137.37,3778.57,9898.78,67.29,56.45,0.2641
2012,Europe,Temperate,28.11,873682020.65,9259.02,2147.09,72.04,57.53,0.0877
2024,South America,Tropical,25.68,330048688.97,8297.85,4184.38,70.08,35.15,0.4756
2018,South America,Polar,0.38,588207609.66,1134.55,2925.31,50.45,16.75,0.8567
2022,North America,Cold,18.44,847449448.79,1125.83,7653.46,72.04,47.04,0.552
2009,North America,Polar,33.39,441833062.41,4307.3,7642.49,16.27,69.53,0.0468
2009,Europe,Tropical,11.61,18939905.89,1031.64,2931.53,87.39,45.47,0.9743
2010,Africa,Temperate,38.33,75435951.36,6209.98,823.09,80.0,7.33,0.8286
2020,North America,Polar,12.61,510882328.63,1479.73,124.21,32.07,6.12,0.1316
2006,Africa,Arid,-2.86,969469936.3,5247.61,4280.23,79.12,25.82,0.9218
2017,Asia,Cold,9.47,693516332.68,121.84,4109.27,11.14,17.73,0.4507
2003,South America,Polar,37.59,71845275.25,3200.13,9884.01,29.55,57.85,0.3719
2001,Africa,Cold,5.99,190171514.92,6788.05,4703.32,15.86,59.91,0.4611
2013,South America,Arid,33.4,771551820.07,4866.19,2571.62,80.22,21.81,0.8346
2012,Africa,Temperate,34.06,841598320.2,9783.78,8913.38,78.03,26.17,0.6595
2011,Asia,Temperate,7.51,618076891.6,8747.33,4915.77,83.23,20.36,0.0592
2006,North America,Arid,-5.84,644778746.46,3622.75,5995.76,10.4,64.04,0.9576
2001,Asia,Cold,26.23,29309112.93,502.59,965.73,55.11,37.67,0.1478
2012,North America,Polar,5.58,828701729.32,8463.98,3835.33,73.44,47.65,0.7456
2013,North America,Arid,29.15,788486932.96,9116.78,9442.79,23.99,32.01,0.6361
2016,South America,Tropical,12.13,259776108.96,8215.24,5899.16,68.48,46.02,0.1875
2008,Asia,Cold,14.26,708968043.25,1323.1,3451.57,17.57,30.08,0.1707
2016,Africa,Temperate,28.9,215639751.82,9979.26,6260.42,26.32,27.08,0.8703
2007,Asia,Arid,9.12,41289830.89,2622.91,9105.01,52.82,46.24,0.4197
2001,South America,Temperate,12.16,201935406.05,7255.84,2747.17,68.82,43.42,0.6546
2023,North America,Cold,8.81,179450247.88,9084.95,5056.12,23.13,24.08,0.5041
2012,South America,Temperate,8.37,338410248.74,2395.09,9587.32,26.67,14.71,0.7274
2002,Europe,Arid,16.3,419031047.68,9087.17,1732.24,28.4,28.96,0.4792
2015,Europe,Cold,30.44,509030352.61,3129.34,7199.44,31.48,31.99,0.2874
2005,Africa,Tropical,8.09,477277121.63,9765.31,6148.67,30.39,45.86,0.3634
2018,South America,Arid,16.21,271403931.36,2848.54,6799.95,45.56,64.44,0.8591
2006,Africa,Polar,23.54,30141497.91,9536.69,3518.68,68.84,7.35,0.468
2009,Africa,Arid,3.47,605496520.61,582.77,3145.65,49.42,20.84,0.2134
2008,Europe,Cold,3.88,396349085.02,7107.26,6845.25,79.84,17.59,0.9346
2001,Africa,Arid,36.67,299373485.23,5344.51,2163.28,74.73,37.65,0.7966
2014,Europe,Tropical,26.18,867074101.79,4804.88,4202.35,21.39,32.93,0.0557
2004,North America,Tropical,18.86,746996564.49,2273.77,1889.86,14.4,52.39,0.9989
2021,South America,Polar,22.39,857907782.82,7070.68,92.97,89.01,20.76,0.6949
2003,Africa,Temperate,-8.54,495487811.92,1948.55,9700.87,17.18,43.64,0.1603
2019,Europe,Cold,20.91,131800320.87,5550.78,4322.71,23.35,62.45,0.2372
2003,Asia,Cold,15.48,696525214.69,2569.79,9693.8,11.99,64.19,0.6924
2017,Africa,Temperate,17.29,206867706.16,9558.43,1411.83,66.55,67.32,0.7798
2003,North America,Tropical,7.97,441788439.42,334.88,5877.79,62.41,55.26,0.239
2016,North America,Tropical,-5.93,65935788.16,2037.3,2017.73,98.82,63.89,0.257
2011,Asia,Arid,-0.33,825483094.02,2460.99,7902.84,89.82,20.24,0.3071
2021,Europe,Polar,37.54,126814700.41,4169.97,7839.19,46.98,17.84,0.598
2016,Africa,Polar,10.43,903194409.54,2365.67,1134.95,43.44,5.42,0.1718
2009,Europe,Polar,13.33,864366371.66,4938.92,9121.52,36.72,50.94,0.1042
2021,North America,Arid,-7.36,465118181.67,8731.03,1954.35,23.72,65.94,0.6789
2000,Europe,Polar,-8.12,744623836.1,7135.03,6133.64,22.43,17.15,0.7791
2021,North America,Temperate,25.86,619825628.74,5820.62,9856.48,21.91,46.4,0.5009
2023,Europe,Arid,16.9,803272566.7,935.58,8825.14,20.27,53.52,0.3638
2017,Asia,Temperate,15.44,432373295.69,6955.22,9566.07,31.65,65.29,0.432
2017,South America,Arid,2.16,786022675.76,1705.82,3432.56,37.6,47.05,0.3884
2013,Asia,Polar,27.24,462994360.25,7874.36,1064.7,96.54,68.07,0.96
2014,Asia,Temperate,-1.59,941024822.05,2538.06,1891.59,62.06,27.4,0.7681
2011,South America,Temperate,-0.5,486885728.72,4199.63,5009.94,98.88,27.75,0.2081
2003,South America,Temperate,13.04,463156652.66,3537.18,7934.36,43.52,40.3,0.3842
2002,Africa,Arid,4.31,785286789.7,8595.2,1510.03,51.19,29.93,0.544
2019,Africa,Cold,2.37,821756114.07,1309.12,6600.72,39.21,5.09,0.613
2011,Asia,Polar,22.26,554934625.21,5678.17,3242.54,26.46,52.57,0.4682
2006,Asia,Temperate,22.55,180618015.68,1463.51,3418.61,22.88,53.86,0.8101
2010,North America,Cold,31.23,468290472.73,7062.72,6622.56,95.06,53.55,0.7676
2000,North America,Polar,10.89,968104430.41,9055.53,4675.32,98.81,27.43,0.5052
2005,Africa,Polar,-6.35,753233206.85,4374.35,8122.21,14.04,38.95,0.8544
2014,Africa,Temperate,3.68,811351441.28,4906.52,1567.63,23.53,28.4,0.7511
2014,North America,Temperate,39.0,33792673.32,9277.86,7901.58,48.12,6.04,0.7786
2018,North America,Arid,19.81,468391603.17,5233.86,651.71,26.77,41.56,0.9564
2010,Europe,Cold,25.49,646974512.52,4901.6,1948.6,42.75,13.04,0.2665
2022,Europe,Cold,-9.63,830202650.94,5804.37,6564.94,21.62,10.2,0.2676
2001,North America,Temperate,15.91,50224379.93,6907.84,8550.71,51.09,54.11,0.889
2013,Europe,Polar,-8.12,852586446.76,1113.49,2534.27,34.45,5.62,0.7722
2001,South America,Temperate,18.46,548852535.81,8220.05,3278.64,41.67,67.34,0.9265
2003,Africa,Polar,36.04,198116656.61,4383.28,5375.84,18.49,38.49,0.0631
2016,Africa,Polar,38.42,317937961.23,769.87,2123.61,48.53,68.9,0.6278
2002,North America,Temperate,17.03,282647622.2,7872.52,8113.45,98.49,8.77,0.1446
2012,Asia,Tropical,12.91,531328175.25,3800.65,7738.63,39.59,42.93,0.5039
2008,North America,Cold,37.25,52633994.23,1048.66,1461.46,88.88,27.71,0.1557
2006,Europe,Polar,23.68,159377622.34,6356.1,4643.66,85.89,59.83,0.1281
2014,Asia,Polar,-6.76,812880350.33,8807.31,7750.53,95.69,28.48,0.0122
2022,Europe,Tropical,13.29,133471386.76,8883.15,3379.92,81.11,21.93,0.6302
2010,South America,Arid,2.01,234162873.19,9578.75,6334.74,69.36,60.74,0.359
2019,Europe,Tropical,13.49,453917235.0,8683.67,511.63,87.09,29.35,0.1052
2001,South America,Tropical,12.77,517603767.23,71.3,6090.8,16.81,6.09,0.3228
2014,South America,Polar,19.11,763846869.13,3833.4,1535.0,51.65,30.37,0.1689
2013,Europe,Cold,7.84,447885094.24,8194.5,8307.53,99.03,47.54,0.9417
2019,Europe,Tropical,-1.79,790074756.41,3694.22,3560.94,79.26,21.53,0.32
2021,South America,Arid,15.19,618727960.74,6035.41,2822.72,96.59,33.08,0.334
2010,Asia,Temperate,31.51,113986639.68,6082.85,8410.48,80.17,8.69,0.8399
2002,South America,Tropical,23.2,157175106.95,3682.0,510.94,88.74,43.23,0.6478
2016,Africa,Tropical,6.92,437596691.72,9049.52,3972.12,73.59,54.16,0.7102
2011,South America,Arid,36.78,397492503.7,5057.12,3706.34,78.45,31.87,0.636
2023,Asia,Cold,35.61,743800725.37,4674.6,2855.16,57.09,32.32,0.9462
2020,Africa,Tropical,0.47,581156402.66,9975.26,9118.43,93.18,10.74,0.207
2014,North America,Tropical,-8.03,388744947.92,4960.33,7511.77,84.25,18.13,0.989
2015,North America,Cold,27.07,171589523.17,1825.06,648.59,85.95,15.05,0.831
2004,Asia,Arid,31.38,227610265.22,5155.04,7149.73,70.57,36.31,0.589
2019,South America,Tropical,38.39,575925517.45,8149.47,5277.72,37.41,39.4,0.6624
2005,Europe,Cold,34.49,424015366.09,7779.76,9009.67,13.21,66.68,0.6488
2018,Asia,Tropical,20.03,515412581.35,7896.39,3136.33,94.21,9.76,0.0584
2024,Africa,Temperate,16.5,171506757.87,7094.84,5745.88,62.75,43.99,0.218
2004,Africa,Polar,-8.61,663243346.09,2579.47,5012.55,36.83,39.22,0.9615
2002,North America,Temperate,2.33,852686202.12,8627.74,4900.71,23.42,38.56,0.5344
2000,Africa,Tropical,12.98,258681567.28,8939.76,4566.49,84.66,61.76,0.3784
2005,Asia,Arid,21.43,492022711.61,1981.82,2064.24,85.29,18.36,0.762
2014,Africa,Polar,17.86,975551801.69,1348.03,7559.54,83.31,7.65,0.5245
2001,Asia,Temperate,27.13,333908498.81,9757.27,4518.85,68.06,48.7,0.0132
2002,Europe,Cold,3.99,595451298.58,8689.82,9585.58,42.94,27.44,0.7362
2016,North America,Arid,18.25,91105504.5,8937.7,2615.48,37.37,6.14,0.7322
2024,Africa,Temperate,-5.59,606408987.48,8869.45,6830.61,10.77,21.34,0.1651
2023,Asia,Cold,10.68,90542141.53,5439.78,9407.76,85.02,25.11,0.9567
2011,South America,Tropical,27.51,959276199.89,6481.7,6637.95,17.87,45.09,0.2239
2017,North America,Cold,24.67,715946989.42,5476.36,8714.02,66.77,16.22,0.4577
2014,Europe,Temperate,39.53,788371628.35,559.5,8276.53,55.37,31.85,0.1147
2011,Asia,Temperate,3.89,704400256.41,7467.76,3607.58,57.4,36.36,0.6033
2015,Europe,Tropical,14.91,590139307.04,5078.05,6005.24,93.4,34.85,0.3755
2007,Europe,Cold,6.48,450462868.3,6494.71,1571.05,12.85,68.31,0.3532
2013,Africa,Cold,12.03,858515006.38,5051.27,5359.9,79.61,7.96,0.827
